comments,extremist
নিজেদের সন্ত্রাসী সংগঠন হিসেবে রেখে রাষ্ট্র মেরামত বিলাসিতার নামান্তর।,1
বিএনপির উচিৎ আগে নিজেদের চিন্তাভাবনার মেরামত করা।,0
সবাইকে হাসানো আমার পক্ষে সম্ভব না কারন আমি মানুষ ওবায়দুল কাদের নয়,0
ক্ষমতা একক কারোর সম্পত্তি না। ক্ষমতা পরিবর্তন হবে এটাই নিয়ম।,0
জনবিচ্ছিন্ন দল বিএনপি কখনোই জনগণের ভাগ্যের পরিবর্তন আনতে পারবে না।,0
রাষ্ট্র মেরামত রাষ্ট্র রাষ্ট্র সংস্কার আন্দোলন জনগনের আত্নার প্রতিছবি,0
"দুনিয়া যেখানে চিরস্থায়ী নয়, সেখানে ক্ষমতা চিরস্থায়ী ভাবতাছেন কেন?",0
নিজস্ব সম্পদ মনে করে জবরদখলে রেখেছে দেশ,1
"রাষ্ট্র কাঠামোর মেরামত করার যে কথাটি বলে, এটা শুনে আমরা শঙ্কিত হই জনগণের কথা ভেবে।",0
ব্যাগ গুছিয়ে রাখেন কাকু,0
তাহলে বুজেছেন দেশের মানুষ আর হাছিনাকে চায় না,0
আপনারা তাইলে কোন পক্ষ,0
হুজুরদের কেন বাদ দিলেন,0
জনগণের ভোট অধিকার ফিরিয়ে দিন,0
কাক্কু আপনার কি ভয় লাগে ,1
আপনি ভয় পাচ্ছেন?,0
"আল্লাহ ছাড় দেন কিন্তু ছেড়ে দেন না,পাপ বেশি হয়ে গেছে",0
জনগণের ভোটে সরকার গঠন করুন তারপর চাপাবাজি কৈরেন,0
ভোট চোর আর রিজার্ভ চোরদের জনগন আর দেখতে চায় না।,1
বাম দের সাথে না আপনাদের জোট!,0
বলেন চোরকে হটাতে,0
জনকল্যান বিএনপির নীতির মধ্যে নেই,0
"একদিকে স্বৈরতন্ত্র, অন্যদিকে গণতন্ত্র। স্বৈরচার নিপাত যাক,গণতন্ত্র মুক্তি পাক।",1
সকল রাজনীতিক এক হওয়া আওয়ামী লীগ হটাও,1
দেশের মানুষ বুঝতে পারছে গুজবের পথে শেখ হাসিনার হাটে না,0
ভোট চোরদের উঁচু গলা হয় কি করে,1
ভাইজান ভালো কথা বলছেন চোরে চুরি করে এখন লন্ডনে ঐ খান থেকে ইশারা করেছে আমরা না বুঝে লাফাচ্ছি,0
চোরের কাজ চুরি করা তার অর্থ এতো না যে আমাকেও চুরি করতে হবে,0
পাঁচ ওয়াক্ত সালাত পড়ি ভোট চোরদের সমর্থন করি ,1
চোর মনে করে সবাই চোর,0
